t,value,ema17,ema1_ma2,ema1_ma3,ema2_ma1,ema2_ma2,filtered,,filtered,fifth,,forth,,third,,second,,first,,,
0.346,-0.979234,-0.838439,-0.926442,-0.935777,-0.93787,-0.941218,-0.838439,,0.838439,0.941218,,0.93787,,0.935777,,0.926442,,0.66493,,,
0.347,-0.656487,-0.882047,-0.885949,-0.879919,-0.867524,-0.855798,-0.882047,,0.882047,0.855798,,0.867524,,0.879919,,0.885949,,0.664508,,,
0.348,-1.354948,-0.889667,-0.956299,-0.974925,-0.98938,-1.005543,-0.889667,,0.889667,1.005543,,0.98938,,0.974925,,0.956299,,0.69903,,,
0.349,-0.494918,-0.905289,-0.887092,-0.878923,-0.865765,-0.852356,-0.905289,,0.905289,0.852356,,0.865765,,0.878923,,0.887092,,0.688824,,,
0.35,-0.889493,-0.978981,-0.887452,-0.881037,-0.871697,-0.863497,-0.978981,,0.978981,0.863497,,0.871697,,0.881037,,0.887452,,0.698858,,,
0.351,-0.807335,-0.951301,-0.875434,-0.866297,-0.855606,-0.846648,-0.951301,,0.951301,0.846648,,0.855606,,0.866297,,0.875434,,0.704281,,,
0.352,-1.286867,-0.958335,-0.937149,-0.950411,-0.963421,-0.978714,-0.958335,,0.958335,0.978714,,0.963421,,0.950411,,0.937149,,0.733411,,,
0.353,-0.913236,-1.020941,-0.933562,-0.942976,-0.950875,-0.959071,-1.020941,,1.020941,0.959071,,0.950875,,0.942976,,0.933562,,0.742402,,,
0.354,-0.861785,-0.994705,-0.922796,-0.926738,-0.928603,-0.929885,-0.994705,,0.994705,0.929885,,0.928603,,0.926738,,0.922796,,0.748371,,,
0.355,-1.117825,-1.040332,-0.95205,-0.964955,-0.975908,-0.986267,-1.040332,,1.040332,0.986267,,0.975908,,0.964955,,0.95205,,0.766844,,,
0.356,-1.102178,-1.028929,-0.974569,-0.9924,-1.007476,-1.02104,-1.028929,,1.028929,1.02104,,1.007476,,0.9924,,0.974569,,0.783611,,,
0.357,-1.056617,-1.002105,-0.986876,-1.005243,-1.019761,-1.031713,-1.002105,,1.002105,1.031713,,1.019761,,1.005243,,0.986876,,0.797261,,,
0.358,-1.345144,-0.982709,-1.040617,-1.073223,-1.101107,-1.125742,-0.982709,,0.982709,1.125742,,1.101107,,1.073223,,1.040617,,0.824655,,,
0.359,-1.066356,-0.968062,-1.044477,-1.07185,-1.092419,-1.107927,-0.968062,,0.968062,1.107927,,1.092419,,1.07185,,1.044477,,0.83674,,,
0.36,-0.996813,-0.912133,-1.037328,-1.056843,-1.068518,-1.074592,-0.912133,,0.912133,1.074592,,1.068518,,1.056843,,1.037328,,0.844744,,,
0.361,-0.764059,-0.893165,-0.996337,-0.998286,-0.992403,-0.981432,-0.893165,,0.893165,0.981432,,0.992403,,0.998286,,0.996337,,0.840709,,,
0.362,-0.512272,-0.878932,-0.923728,-0.901083,-0.87237,-0.840684,-0.878932,,0.878932,0.840684,,0.87237,,0.901083,,0.923728,,0.824288,,,
0.363,-1.073512,-0.843428,-0.946195,-0.935569,-0.922656,-0.910533,-0.843428,,0.843428,0.910533,,0.922656,,0.935569,,0.946195,,0.836749,,,
0.364,-0.752118,-0.767684,-0.917084,-0.898879,-0.880021,-0.863008,-0.767684,,0.767684,0.863008,,0.880021,,0.898879,,0.917084,,0.832517,,,
0.365,-0.24657,-0.743978,-0.816507,-0.768417,-0.721658,-0.678077,-0.743978,,0.743978,0.678077,,0.721658,,0.768417,,0.816507,,0.80322,,,
0.366,-0.909172,-0.694565,-0.830406,-0.796568,-0.768537,-0.747405,-0.694565,,0.694565,0.747405,,0.768537,,0.796568,,0.830406,,0.808518,,,
0.367,-0.945614,-0.682472,-0.847688,-0.826377,-0.812806,-0.806868,-0.682472,,0.682472,0.806868,,0.812806,,0.826377,,0.847688,,0.815372,,,
0.368,-0.666079,-0.695844,-0.820446,-0.794318,-0.776124,-0.764631,-0.695844,,0.695844,0.764631,,0.776124,,0.794318,,0.820446,,0.807908,,,
0.369,-0.511962,-0.666702,-0.774174,-0.737846,-0.710084,-0.68883,-0.666702,,0.666702,0.68883,,0.710084,,0.737846,,0.774174,,0.79311,,,
0.37,-0.805589,-0.61731,-0.778886,-0.751395,-0.73396,-0.723858,-0.61731,,0.61731,0.723858,,0.73396,,0.751395,,0.778886,,0.793734,,,
0.371,-0.45327,-0.680014,-0.730044,-0.69177,-0.663788,-0.642682,-0.680014,,0.680014,0.642682,,0.663788,,0.69177,,0.730044,,0.776711,,,
0.372,-0.631032,-0.726832,-0.715192,-0.679622,-0.655599,-0.639187,-0.726832,,0.726832,0.639187,,0.655599,,0.679622,,0.715192,,0.769427,,,
0.373,-0.659368,-0.665749,-0.706818,-0.675571,-0.656541,-0.645241,-0.665749,,0.665749,0.645241,,0.656541,,0.675571,,0.706818,,0.763924,,,
0.374,-0.752945,-0.679016,-0.713737,-0.691046,-0.680642,-0.677552,-0.679016,,0.679016,0.677552,,0.680642,,0.691046,,0.713737,,0.763375,,,
0.375,-0.208811,-0.682967,-0.637998,-0.594599,-0.562684,-0.53693,-0.682967,,0.682967,0.53693,,0.562684,,0.594599,,0.637998,,0.735647,,,
0.376,-0.936307,-0.619497,-0.682745,-0.662941,-0.65609,-0.656743,-0.619497,,0.619497,0.656743,,0.65609,,0.662941,,0.682745,,0.74568,,,
0.377,-1.424172,-0.660013,-0.793959,-0.815187,-0.84811,-0.886972,-0.660013,,0.660013,0.886972,,0.84811,,0.815187,,0.793959,,0.779605,,,
0.378,-0.273705,-0.668349,-0.715921,-0.706891,-0.704509,-0.702992,-0.668349,,0.668349,0.702992,,0.704509,,0.706891,,0.715921,,0.75431,,,
0.379,-0.81202,-0.678582,-0.730336,-0.727916,-0.731387,-0.7357,-0.678582,,0.678582,0.7357,,0.731387,,0.727916,,0.730336,,0.757195,,,
0.38,-0.555421,-0.654881,-0.704098,-0.693417,-0.687395,-0.681616,-0.654881,,0.654881,0.681616,,0.687395,,0.693417,,0.704098,,0.747106,,,
0.381,-0.107415,-0.645323,-0.614596,-0.576217,-0.5424,-0.509356,-0.645323,,0.645323,0.509356,,0.5424,,0.576217,,0.614596,,0.715122,,,
0.382,-0.898948,-0.567303,-0.657249,-0.640763,-0.631537,-0.626234,-0.567303,,0.567303,0.626234,,0.631537,,0.640763,,0.657249,,0.724313,,,
0.383,-0.722732,-0.453077,-0.667071,-0.657157,-0.654336,-0.655183,-0.453077,,0.453077,0.655183,,0.654336,,0.657157,,0.667071,,0.724234,,,
0.384,-0.771926,-0.491901,-0.682799,-0.680111,-0.683733,-0.690206,-0.491901,,0.491901,0.690206,,0.683733,,0.680111,,0.682799,,0.726619,,,
0.385,-0.492231,-0.509176,-0.654214,-0.642535,-0.635858,-0.630813,-0.509176,,0.509176,0.630813,,0.635858,,0.642535,,0.654214,,0.714899,,,
0.386,-0.103677,-0.488182,-0.571634,-0.534763,-0.502813,-0.472673,-0.488182,,0.488182,0.472673,,0.502813,,0.534763,,0.571634,,0.684338,,,
0.387,-0.078088,-0.524579,-0.497602,-0.443428,-0.396631,-0.354297,-0.524579,,0.524579,0.354297,,0.396631,,0.443428,,0.497602,,0.654026,,,
0.388,-0.167685,-0.464868,-0.448114,-0.38828,-0.339395,-0.298314,-0.464868,,0.464868,0.298314,,0.339395,,0.38828,,0.448114,,0.629709,,,
0.389,-0.700764,-0.414348,-0.486012,-0.450776,-0.429737,-0.419049,-0.414348,,0.414348,0.419049,,0.429737,,0.450776,,0.486012,,0.633261,,,
0.39,-1.002048,-0.372806,-0.563417,-0.561031,-0.572815,-0.593948,-0.372806,,0.372806,0.593948,,0.572815,,0.561031,,0.563417,,0.651701,,,
0.391,-0.324488,-0.336012,-0.527578,-0.513722,-0.510733,-0.51311,-0.336012,,0.336012,0.51311,,0.510733,,0.513722,,0.527578,,0.63534,,,
0.392,-0.50778,-0.343601,-0.524608,-0.512534,-0.509995,-0.511511,-0.343601,,0.343601,0.511511,,0.509995,,0.512534,,0.524608,,0.628962,,,
0.393,-0.242131,-0.338441,-0.482237,-0.458453,-0.443029,-0.430697,-0.338441,,0.338441,0.430697,,0.443029,,0.458453,,0.482237,,0.609621,,,
0.394,-0.167007,-0.350889,-0.434952,-0.400164,-0.374023,-0.35159,-0.350889,,0.350889,0.35159,,0.374023,,0.400164,,0.434952,,0.58749,,,
0.395,-0.314962,-0.292081,-0.416954,-0.383124,-0.359258,-0.340602,-0.292081,,0.292081,0.340602,,0.359258,,0.383124,,0.416954,,0.573863,,,
0.396,-0.087505,-0.187146,-0.367536,-0.324,-0.29132,-0.264673,-0.187146,,0.187146,0.264673,,0.29132,,0.324,,0.367536,,0.549546,,,
0.397,-0.187148,-0.118873,-0.340478,-0.296629,-0.265277,-0.241415,-0.118873,,0.118873,0.241415,,0.265277,,0.296629,,0.340478,,0.531426,,,
0.398,-0.021328,-0.060185,-0.292606,-0.241569,-0.20429,-0.175389,-0.060185,,0.060185,0.175389,,0.20429,,0.241569,,0.292606,,0.505921,,,
0.399,-0.304616,0.004726,-0.294407,-0.254179,-0.229371,-0.214157,0.004726,,0.004726,0.214157,,0.229371,,0.254179,,0.294407,,0.495856,,,
0.4,-0.053883,0.045062,-0.258328,-0.214119,-0.185499,-0.166075,0.045062,,0.045062,0.166075,,0.185499,,0.214119,,0.258328,,0.473757,,,
0.401,0.152247,0.104815,-0.196742,-0.140846,-0.101063,-0.070578,0.104815,,0.104815,0.070578,,0.101063,,0.140846,,0.196742,,0.442457,,,
0.402,0.426506,0.169934,-0.103255,-0.027376,0.03083,0.078547,0.169934,,0.169934,0.078547,,0.03083,,0.027376,,0.103255,,0.399009,,,
0.403,0.137789,0.165887,-0.067098,0.005657,0.057569,0.09632,0.165887,,0.165887,0.09632,,0.057569,,0.005657,,0.067098,,0.372169,,,
0.404,0.471895,0.163449,0.013751,0.098905,0.161151,0.208992,0.163449,,0.163449,0.208992,,0.161151,,0.098905,,0.013751,,0.329966,,,
0.405,0.276683,0.17881,0.053191,0.13446,0.190034,0.229299,0.17881,,0.17881,0.229299,,0.190034,,0.13446,,0.053191,,0.299633,,,
0.406,0.34233,0.14524,0.096561,0.176034,0.228108,0.263209,0.14524,,0.14524,0.263209,,0.228108,,0.176034,,0.096561,,0.267535,,,
0.407,0.628802,0.135681,0.176398,0.266588,0.328281,0.372887,0.135681,,0.135681,0.372887,,0.328281,,0.266588,,0.176398,,0.222718,,,
0.408,-0.231671,0.138741,0.115187,0.166936,0.188293,0.191519,0.138741,,0.138741,0.191519,,0.188293,,0.166936,,0.115187,,0.223166,,,
0.409,-0.048147,0.139861,0.090687,0.123919,0.129183,0.119619,0.139861,,0.139861,0.119619,,0.129183,,0.123919,,0.090687,,0.214415,,,
0.41,-0.135639,0.125446,0.056738,0.072008,0.062978,0.043042,0.125446,,0.125446,0.043042,,0.062978,,0.072008,,0.056738,,0.210476,,,
0.411,-0.42315,0.156502,-0.015245,-0.027024,-0.058554,-0.096816,0.156502,,0.156502,0.096816,,0.058554,,0.027024,,0.015245,,0.22111,,,
0.412,0.047088,0.193158,-0.005895,-0.012201,-0.032144,-0.053645,0.193158,,0.193158,0.053645,,0.032144,,0.012201,,0.005895,,0.2077,,,
0.413,0.460175,0.172133,0.064015,0.082274,0.090936,0.100501,0.172133,,0.172133,0.100501,,0.090936,,0.082274,,0.064015,,0.174306,,,
0.414,0.150103,0.27559,0.076929,0.09584,0.105728,0.115382,0.27559,,0.27559,0.115382,,0.105728,,0.09584,,0.076929,,0.158086,,,
0.415,0.313328,0.335915,0.112388,0.139337,0.157628,0.174766,0.335915,,0.335915,0.174766,,0.157628,,0.139337,,0.112388,,0.134515,,,
0.416,0.618308,0.386745,0.188276,0.235131,0.272798,0.307828,0.386745,,0.386745,0.307828,,0.272798,,0.235131,,0.188276,,0.096874,,,
0.417,0.745544,0.477637,0.271867,0.337214,0.390984,0.439143,0.477637,,0.477637,0.439143,,0.390984,,0.337214,,0.271867,,0.054753,,,
0.418,0.397528,0.507806,0.290716,0.349277,0.39262,0.426659,0.507806,,0.507806,0.426659,,0.39262,,0.349277,,0.290716,,0.032139,,,
0.419,0.906356,0.521274,0.383062,0.460693,0.521054,0.570568,0.521274,,0.521274,0.570568,,0.521054,,0.460693,,0.383062,,0.014786,,,
0.42,0.615423,0.580328,0.417916,0.491639,0.544646,0.584024,0.580328,,0.580328,0.584024,,0.544646,,0.491639,,0.417916,,0.044818,,,
0.421,0.423491,0.657322,0.418752,0.478009,0.514358,0.535864,0.657322,,0.657322,0.535864,,0.514358,,0.478009,,0.418752,,0.063751,,,
0.422,0.576661,0.730943,0.442439,0.49774,0.529933,0.548103,0.730943,,0.730943,0.548103,,0.529933,,0.49774,,0.442439,,0.089397,,,
0.423,0.378954,0.706204,0.432916,0.473982,0.492189,0.497359,0.706204,,0.706204,0.497359,,0.492189,,0.473982,,0.432916,,0.103875,,,
0.424,0.608318,0.75823,0.459226,0.50085,0.521221,0.530646,0.75823,,0.75823,0.530646,,0.521221,,0.50085,,0.459226,,0.129097,,,
0.425,0.799702,0.721002,0.510298,0.56062,0.590841,0.611363,0.721002,,0.721002,0.611363,,0.590841,,0.56062,,0.510298,,0.162627,,,
0.426,1.160255,0.747572,0.607791,0.680547,0.733195,0.776031,0.747572,,0.747572,0.776031,,0.733195,,0.680547,,0.607791,,0.212509,,,
0.427,1.428145,0.771568,0.730844,0.830067,0.906932,0.971665,0.771568,,0.771568,0.971665,,0.906932,,0.830067,,0.730844,,0.27329,,,
0.428,0.473416,0.73275,0.69223,0.758736,0.798553,0.82219,0.73275,,0.73275,0.82219,,0.798553,,0.758736,,0.69223,,0.283297,,,
0.429,0.969807,0.785989,0.733867,0.800951,0.841367,0.866475,0.785989,,0.785989,0.866475,,0.841367,,0.800951,,0.733867,,0.317622,,,
0.43,0.496854,0.777006,0.698315,0.740131,0.755238,0.755589,0.777006,,0.777006,0.755589,,0.755238,,0.740131,,0.698315,,0.326584,,,
0.431,0.907686,0.75471,0.72972,0.773642,0.79335,0.801218,0.75471,,0.75471,0.801218,,0.79335,,0.773642,,0.72972,,0.355639,,,
0.432,0.687445,0.68878,0.723379,0.756403,0.766874,0.767086,0.68878,,0.68878,0.767086,,0.766874,,0.756403,,0.723379,,0.372229,,,
0.433,0.149667,0.614943,0.637322,0.635056,0.612572,0.58186,0.614943,,0.614943,0.58186,,0.612572,,0.635056,,0.637322,,0.361101,,,
0.434,0.964584,0.663491,0.686412,0.700961,0.700575,0.696677,0.663491,,0.663491,0.696677,,0.700575,,0.700961,,0.686412,,0.391275,,,
0.435,0.509506,0.656625,0.659876,0.66267,0.652808,0.640526,0.656625,,0.656625,0.640526,,0.652808,,0.66267,,0.659876,,0.397187,,,
0.436,0.554446,0.713338,0.644061,0.641025,0.628217,0.614702,0.713338,,0.713338,0.614702,,0.628217,,0.641025,,0.644061,,0.40505,,,
0.437,0.435026,0.739432,0.612706,0.599826,0.57992,0.560799,0.739432,,0.739432,0.560799,,0.57992,,0.599826,,0.612706,,0.406549,,,
0.438,0.615934,0.816384,0.61319,0.603047,0.588923,0.57734,0.816384,,0.816384,0.57734,,0.588923,,0.603047,,0.61319,,0.417018,,,
0.439,1.007445,0.90002,0.672328,0.683927,0.693554,0.706371,0.90002,,0.90002,0.706371,,0.693554,,0.683927,,0.672328,,0.446539,,,
0.44,0.894283,0.880024,0.705622,0.725998,0.743736,0.762745,0.880024,,0.880024,0.762745,,0.743736,,0.725998,,0.705622,,0.468926,,,
0.441,1.120696,0.970296,0.767883,0.804938,0.837976,0.87013,0.970296,,0.970296,0.87013,,0.837976,,0.804938,,0.767883,,0.501515,,,
0.442,1.194717,1.016066,0.831908,0.882893,0.927161,0.967506,1.016066,,1.016066,0.967506,,0.927161,,0.882893,,0.831908,,0.536175,,,
0.443,1.533919,1.108333,0.93721,1.013099,1.078851,1.13743,1.108333,,1.108333,1.13743,,1.078851,,1.013099,,0.93721,,0.586062,,,
0.444,1.069663,1.159277,0.957078,1.024411,1.076554,1.1171,1.159277,,1.159277,1.1171,,1.076554,,1.024411,,0.957078,,0.610242,,,
0.445,0.744631,1.155024,0.925211,0.968455,0.993573,1.005359,1.155024,,1.155024,1.005359,,0.993573,,0.968455,,0.925211,,0.616962,,,
0.446,1.502493,1.168483,1.011803,1.075263,1.120803,1.154499,1.168483,,1.168483,1.154499,,1.120803,,1.075263,,1.011803,,0.661238,,,
0.447,1.057919,1.199854,1.01872,1.071794,1.105082,1.125525,1.199854,,1.199854,1.125525,,1.105082,,1.071794,,1.01872,,0.681072,,,
0.448,1.449962,1.223685,1.083407,1.147428,1.191302,1.222856,1.223685,,1.223685,1.222856,,1.191302,,1.147428,,1.083407,,0.719517,,,
0.449,1.176323,1.15903,1.097344,1.153207,1.187557,1.208896,1.15903,,1.15903,1.208896,,1.187557,,1.153207,,1.097344,,0.742357,,,
0.45,0.960659,1.137765,1.076841,1.114697,1.130833,1.134425,1.137765,,1.137765,1.134425,,1.130833,,1.114697,,1.076841,,0.753272,,,
0.451,1.042336,1.17143,1.071666,1.100225,1.108709,1.106798,1.17143,,1.17143,1.106798,,1.108709,,1.100225,,1.071666,,0.767725,,,
0.452,1.465773,1.085787,1.130782,1.173335,1.197975,1.214491,1.085787,,1.085787,1.214491,,1.197975,,1.173335,,1.130782,,0.802628,,,
0.453,1.456853,1.076062,1.179692,1.230038,1.262694,1.287199,1.076062,,1.076062,1.287199,,1.262694,,1.230038,,1.179692,,0.835339,,,
0.454,0.822718,1.025223,1.126146,1.148574,1.1527,1.147855,1.025223,,1.025223,1.147855,,1.1527,,1.148574,,1.126146,,0.834708,,,
0.455,0.835746,1.013305,1.082586,1.086009,1.073462,1.054222,1.013305,,1.013305,1.054222,,1.073462,,1.086009,,1.082586,,0.83476,,,
0.456,1.114948,0.994397,1.08744,1.091796,1.083833,1.07244,0.994397,,0.994397,1.07244,,1.083833,,1.091796,,1.08744,,0.848769,,,
0.457,0.560415,0.9515,1.008387,0.98552,0.952979,0.918833,0.9515,,0.9515,0.918833,,0.952979,,0.98552,,1.008387,,0.834352,,,
0.458,0.950947,0.859853,0.999771,0.978606,0.952471,0.928467,0.859853,,0.859853,0.928467,,0.952471,,0.978606,,0.999771,,0.840181,,,
0.459,0.890731,0.796487,0.983415,0.961031,0.937036,0.917146,0.796487,,0.796487,0.917146,,0.937036,,0.961031,,0.983415,,0.842709,,,
0.46,1.045229,0.808368,0.992687,0.97787,0.964084,0.955571,0.808368,,0.808368,0.955571,,0.964084,,0.97787,,0.992687,,0.852835,,,
0.461,0.752674,0.821351,0.956685,0.932831,0.911232,0.894702,0.821351,,0.821351,0.894702,,0.911232,,0.932831,,0.956685,,0.847827,,,
0.462,0.570463,0.865784,0.898752,0.860357,0.826039,0.79743,0.865784,,0.865784,0.79743,,0.826039,,0.860357,,0.898752,,0.833959,,,
0.463,0.457663,0.932445,0.832588,0.779819,0.733945,0.6955,0.932445,,0.932445,0.6955,,0.733945,,0.779819,,0.832588,,0.815144,,,
0.464,0.759823,0.900564,0.821674,0.775819,0.740415,0.714797,0.900564,,0.900564,0.714797,,0.740415,,0.775819,,0.821674,,0.812378,,,
0.465,0.953404,0.902618,0.841433,0.811336,0.793662,0.786379,0.902618,,0.902618,0.786379,,0.793662,,0.811336,,0.841433,,0.819429,,,
0.466,0.978561,0.862709,0.862002,0.844781,0.839887,0.844034,0.862709,,0.862709,0.844034,,0.839887,,0.844781,,0.862002,,0.827386,,,
0.467,1.603715,0.845889,0.973259,0.996568,1.030844,1.071938,0.845889,,0.845889,1.071938,,1.030844,,0.996568,,0.973259,,0.866202,,,
0.468,1.293683,0.852565,1.021323,1.055991,1.096554,1.138462,0.852565,,0.852565,1.138462,,1.096554,,1.055991,,1.021323,,0.887576,,,
0.469,0.600257,0.876824,0.958163,0.964844,0.972479,0.977,0.876824,,0.876824,0.977,,0.972479,,0.964844,,0.958163,,0.87321,,,
0.47,0.91333,0.844597,0.951438,0.954541,0.957692,0.957899,0.844597,,0.844597,0.957899,,0.957692,,0.954541,,0.951438,,0.875216,,,
0.471,0.606228,0.831878,0.899656,0.884879,0.869826,0.852398,0.831878,,0.831878,0.852398,,0.869826,,0.884879,,0.899656,,0.861767,,,
0.472,0.567647,0.757184,0.849855,0.821432,0.794281,0.766973,0.757184,,0.757184,0.766973,,0.794281,,0.821432,,0.849855,,0.847061,,,
0.473,0.643905,0.658825,0.818963,0.785927,0.756687,0.730052,0.658825,,0.658825,0.730052,,0.756687,,0.785927,,0.818963,,0.836903,,,
0.474,0.724509,0.662163,0.804795,0.773643,0.748643,0.728389,0.662163,,0.662163,0.728389,,0.748643,,0.773643,,0.804795,,0.831283,,,
0.475,0.405329,0.667114,0.744875,0.69998,0.662814,0.631471,0.667114,,0.667114,0.631471,,0.662814,,0.69998,,0.744875,,0.809986,,,
0.476,0.813491,0.679888,0.755167,0.722683,0.700483,0.686077,0.679888,,0.679888,0.686077,,0.700483,,0.722683,,0.755167,,0.810161,,,
0.477,0.156927,0.686671,0.665431,0.609531,0.564594,0.527332,0.686671,,0.686671,0.527332,,0.564594,,0.609531,,0.665431,,0.777499,,,
0.478,0.521769,0.711892,0.643882,0.591979,0.553888,0.525663,0.711892,,0.711892,0.525663,,0.553888,,0.591979,,0.643882,,0.764713,,,
0.479,1.330406,0.712894,0.74686,0.739664,0.748017,0.767086,0.712894,,0.712894,0.767086,,0.748017,,0.739664,,0.74686,,0.792997,,,
0.48,0.654709,0.701836,0.733038,0.722673,0.72469,0.733373,0.701836,,0.701836,0.733373,,0.72469,,0.722673,,0.733038,,0.786083,,,
0.481,1.053851,0.699729,0.78116,0.788909,0.806981,0.829516,0.699729,,0.699729,0.829516,,0.806981,,0.788909,,0.78116,,0.799471,,,
0.482,0.68084,0.688324,0.766112,0.767295,0.775445,0.784913,0.688324,,0.688324,0.784913,,0.775445,,0.767295,,0.766112,,0.79354,,,
0.483,0.845078,0.694987,0.777957,0.782852,0.792854,0.802963,0.694987,,0.694987,0.802963,,0.792854,,0.782852,,0.777957,,0.796117,,,
0.484,0.65493,0.702119,0.759503,0.757267,0.758373,0.758553,0.702119,,0.702119,0.758553,,0.758373,,0.757267,,0.759503,,0.789057,,,
0.485,0.602868,0.638864,0.736007,0.726387,0.719496,0.711847,0.638864,,0.638864,0.711847,,0.719496,,0.726387,,0.736007,,0.779748,,,
0.486,0.382146,0.609086,0.682928,0.657539,0.635159,0.612937,0.609086,,0.609086,0.612937,,0.635159,,0.657539,,0.682928,,0.759868,,,
0.487,0.688042,0.517395,0.683695,0.66364,0.64838,0.635469,0.517395,,0.517395,0.635469,,0.64838,,0.66364,,0.683695,,0.756276,,,
0.488,0.23022,0.473004,0.615674,0.576956,0.54384,0.513894,0.473004,,0.473004,0.513894,,0.54384,,0.576956,,0.615674,,0.729974,,,
0.489,0.600217,0.387503,0.613355,0.581608,0.557934,0.539791,0.387503,,0.387503,0.539791,,0.557934,,0.581608,,0.613355,,0.723486,,,
0.49,0.634603,0.349518,0.616543,0.592207,0.577101,0.568235,0.349518,,0.349518,0.568235,,0.577101,,0.592207,,0.616543,,0.719042,,,
0.491,0.327147,0.238866,0.573133,0.539195,0.514613,0.495908,0.238866,,0.238866,0.495908,,0.514613,,0.539195,,0.573133,,0.699447,,,
0.492,0.045258,0.188819,0.493952,0.440408,0.397274,0.360713,0.188819,,0.188819,0.360713,,0.397274,,0.440408,,0.493952,,0.666738,,,
0.493,0.19253,0.066996,0.448739,0.390832,0.346088,0.310258,0.066996,,0.066996,0.310258,,0.346088,,0.390832,,0.448739,,0.643027,,,
0.494,-0.095432,0.002529,0.367113,0.293579,0.235708,0.188551,0.002529,,0.002529,0.188551,,0.235708,,0.293579,,0.367113,,0.606104,,,
0.495,0.237099,-0.014839,0.347611,0.282283,0.236056,0.203116,-0.014839,,0.014839,0.203116,,0.236056,,0.282283,,0.347611,,0.587654,,,
0.496,-0.6143,-0.045354,0.203324,0.102967,0.023467,-0.042109,-0.045354,,0.045354,0.042109,,0.023467,,0.102967,,0.203324,,0.527556,,,
0.497,-0.168377,-0.089738,0.147569,0.048698,-0.024494,-0.079989,-0.089738,,0.089738,0.079989,,0.024494,,0.048698,,0.147569,,0.49276,,,
0.498,-0.65201,-0.128675,0.027632,-0.091444,-0.181373,-0.251596,-0.128675,,0.128675,0.251596,,0.181373,,0.091444,,0.027632,,0.435521,,,
0.499,-0.478911,-0.221131,-0.048349,-0.168937,-0.255758,-0.31979,-0.221131,,0.221131,0.31979,,0.255758,,0.168937,,0.048349,,0.389799,,,
0.5,0.409159,-0.223317,0.020277,-0.053318,-0.089528,-0.101105,-0.223317,,0.223317,0.101105,,0.089528,,0.053318,,0.020277,,0.390767,,,
0.501,0.298948,-0.178603,0.062078,0.017135,0.007591,0.018911,-0.178603,,0.178603,0.018911,,0.007591,,0.017135,,0.062078,,0.386176,,,
0.502,-0.161078,-0.116019,0.028604,-0.018507,-0.034576,-0.035086,-0.116019,,0.116019,0.035086,,0.034576,,0.018507,,0.028604,,0.358814,,,
0.503,-0.383056,-0.127894,-0.033145,-0.091417,-0.121696,-0.139477,-0.127894,,0.127894,0.139477,,0.121696,,0.091417,,0.033145,,0.32172,,,
0.504,-0.824481,-0.075681,-0.151845,-0.23803,-0.297393,-0.344978,-0.075681,,0.075681,0.344978,,0.297393,,0.23803,,0.151845,,0.26441,,,
0.505,-0.119483,-0.102808,-0.146991,-0.214321,-0.252915,-0.27733,-0.102808,,0.102808,0.27733,,0.252915,,0.214321,,0.146991,,0.245216,,,
0.506,0.728954,-0.184526,-0.015599,-0.025666,-0.007448,0.024555,-0.184526,,0.184526,0.024555,,0.007448,,0.025666,,0.015599,,0.269402,,,
0.507,0.074125,-0.253143,-0.002141,-0.005707,0.012945,0.039426,-0.253143,,0.253143,0.039426,,0.012945,,0.005707,,0.002141,,0.259639,,,
0.508,-0.299005,-0.291661,-0.04667,-0.064367,-0.065042,-0.062103,-0.291661,,0.291661,0.062103,,0.065042,,0.064367,,0.04667,,0.231706,,,
0.509,-0.077664,-0.29127,-0.051319,-0.067026,-0.068198,-0.066771,-0.29127,,0.29127,0.066771,,0.068198,,0.067026,,0.051319,,0.216238,,,
0.51,-0.777305,-0.266371,-0.160217,-0.209082,-0.245475,-0.279931,-0.266371,,0.266371,0.279931,,0.245475,,0.209082,,0.160217,,0.166561,,,
0.511,-0.489738,-0.29837,-0.209645,-0.265213,-0.30654,-0.342873,-0.29837,,0.29837,0.342873,,0.30654,,0.265213,,0.209645,,0.133746,,,
0.512,-0.455838,-0.444398,-0.246574,-0.303338,-0.343865,-0.376763,-0.444398,,0.444398,0.376763,,0.343865,,0.303338,,0.246574,,0.104267,,,
0.513,-0.584781,-0.486049,-0.297305,-0.359627,-0.404094,-0.439168,-0.486049,,0.486049,0.439168,,0.404094,,0.359627,,0.297305,,0.069814,,,
0.514,-0.378749,-0.471158,-0.309522,-0.363451,-0.397758,-0.421042,-0.471158,,0.471158,0.421042,,0.397758,,0.363451,,0.309522,,0.047386,,,
0.515,-0.550597,-0.543991,-0.345683,-0.40088,-0.435967,-0.459909,-0.543991,,0.543991,0.459909,,0.435967,,0.40088,,0.345683,,0.017487,,,
0.516,-0.471467,-0.547638,-0.364551,-0.414998,-0.444842,-0.463376,-0.547638,,0.547638,0.463376,,0.444842,,0.414998,,0.364551,,0.006961,,,
0.517,-0.877356,-0.513946,-0.441471,-0.507469,-0.552971,-0.58757,-0.513946,,0.513946,0.58757,,0.552971,,0.507469,,0.441471,,0.050481,,,
0.518,-0.384039,-0.523135,-0.432857,-0.482783,-0.510738,-0.526511,-0.523135,,0.523135,0.526511,,0.510738,,0.482783,,0.432857,,0.067158,,,
